#TAXONOMY	Domain	Phylum	Class	Order	Family	Genus	Species
MJ032-1-barcode26-umi19489bins-ubs-20	Bacteria	 Cyanobacteriota	 Cyanobacteriia	 Cyanobacteriales	 Coleofasciculaceae	 Caldora	 Caldora sp010672925
MJ033-1-barcode47-umi33471bins-ubs-6	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Chitinophagaceae	 VBAU01	 VBAU01 sp005883765
AY650027	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Xanthomonadales	 Xanthomonadaceae	 Pseudoxanthomonas_A_615336	 Pseudoxanthomonas_A_615336 suwonensis_B
MJ034-2-barcode72-umi1879bins-ubs-226	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Chitinophagaceae	 Niastella	 Niastella hibisci
MJ033-1-barcode34-umi14232bins-ubs-20	Bacteria	 Acidobacteriota	 Terriglobia	 Terriglobales	 Acidobacteriaceae	 Edaphobacter_415416	 Edaphobacter flagellatus
MJ034-1-barcode40-umi28492bins-ubs-3	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Micropepsales	 Micropepsaceae	 	 
MJ031-2-barcode61-umi2932bins-ubs-135	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Chitinophagaceae	 Parasegetibacter	 Flavitalea populi
MJ030-2-barcode65-umi28417bins-ubs-23	Bacteria	 Acidobacteriota	 Blastocatellia	 Pyrinomonadales	 Pyrinomonadaceae	 OLB17_426821	 OLB17 sp001567505
MJ034-2-barcode71-umi17023bins-ubs-4	Bacteria	 Patescibacteria	 Saccharimonadia	 Saccharimonadales	 AMD01	 	 
MJ034-2-barcode65-umi3656bins-ubs-100	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Chitinophagaceae	 Phnomibacter	 Aurantisolimonas haloimpatiens
MJ033-1-barcode38-umi33008bins-ubs-6	Bacteria	 Acidobacteriota	 Terriglobia	 Terriglobales	 Gp1-AA112	 Gp1-AA112	 
MJ034-2-barcode50-umi15623bins-ubs-5	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae_A_595421	 Ideonella_A_591966	 
ATXY01000006	Bacteria	 Bacteroidota	 Bacteroidia	 Cytophagales_B	 Spirosomataceae	 Flectobacillus	 Flectobacillus roseus
MJ030-1-barcode25-umi97641bins-ubs-4	Bacteria	 Acidobacteriota	 Terriglobia	 Terriglobales	 SbA1	 Sulfotelmatobacter	 Sulfotelmatobacter sp003166855
MJ033-1-barcode41-umi241bins-ubs-566	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales_B_877923	 Flavobacteriaceae	 Flavobacterium	 Flavobacterium sangjuense
MJ034-1-barcode40-umi12780bins-ubs-25	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae_A_595421	 Ramlibacter_588642	 Ramlibacter solisilvae
RS-GCF-019130915.1-NZ-JAHOLF010000125.1	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Phocaeicola_A	 Phocaeicola_A vulgatus
RS-GCF-003071405.1-NZ-CP020470.1	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Tabrizicola_A_493969	 
HG738134	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales_B_877923	 Weeksellaceae	 Chryseobacterium_A_796612	 Chryseobacterium_A_796612 arachidis
MJ030-2-barcode74-umi104150bins-ubs-3	Bacteria	 Eremiobacterota	 Eremiobacteria	 Baltobacterales	 Baltobacteraceae	 Elarobacter	 
RS-GCF-009759525.1-NZ-WGGT01000066.1	Bacteria	 Bacillota_A_368345	 Clostridia_258483	 Lachnospirales	 Lachnospiraceae	 Roseburia_A_166204	 Roseburia_A_166204 intestinalis
KY457230	Bacteria	 Acidobacteriota	 Terriglobia	 Terriglobales	 Acidobacteriaceae	 Edaphobacter_415416	 Edaphobacter aggregans
MJ034-2-barcode50-umi15619bins-ubs-5	Bacteria	 Verrucomicrobiota	 Verrucomicrobiae	 Chthoniobacterales	 Chthoniobacteraceae	 Chthoniobacter	 Chthoniobacter flavus
AB245384	Bacteria	 Bacillota_I	 Bacilli_A	 Paenibacillales	 Paenibacillaceae_367444	 Paenibacillus_J_366884	 Paenibacillus_J_366884 panacisoli
MJ010-1-barcode25-umi197099bins-ubs-3	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales_B_877923	 Weeksellaceae	 Cloacibacterium	 Cloacibacterium normanense
AB544079	Bacteria	 Actinomycetota	 Actinomycetes	 Propionibacteriales	 Nocardioidaceae	 Nocardioides_B_391961	 Nocardioides_B iriomotensis
MG824979	Bacteria	 Myxococcota_A_473307	 Polyangia_463783	 Polyangiales	 Polyangiaceae	 Sorangium	 Sorangium cellulosum_B
MJ033-1-barcode36-umi23937bins-ubs-10	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae_A_595421	 Cupriavidus	 Cupriavidus taiwanensis
AB022428	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae_486827	 Sphingobium_A_485959	 Sphingobium_A_485959 herbicidovorans
RS-GCF-000477975.1-NZ-KI515719.1--4	Bacteria	 Actinomycetota	 Actinomycetes	 Mycobacteriales	 Mycobacteriaceae	 Corynebacterium	 Corynebacterium accolens
MJ020-1-barcode44-umi2547bins-ubs-101	Bacteria	 Patescibacteria	 Saccharimonadia	 Saccharimonadales	 UBA4665	 UBA4665	 UBA4665 sp003516025
MJ034-2-barcode65-umi12288bins-ubs-10	Bacteria	 Bacteroidota	 Bacteroidia	 Sphingobacteriales	 Sphingobacteriaceae	 Solitalea	 
KT950744	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Chitinophagaceae	 Limnovirga	 Panacibacter ginsenosidivorans
MJ007-1-barcode25-umi270bins-ubs-966	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Chitinophagaceae	 Limnovirga	 Limnovirga sp002390845
MJ030-1-barcode42-umi35947bins-ubs-15	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae_A_595421	 Hylemonella	 Ramlibacter terrae
MJ033-1-barcode40-umi12557bins-ubs-24	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Chitinophagaceae	 Flavisolibacter_B	 Flaviaesturariibacter terrae
RS-GCF-002846275.1-NZ-PJMP01000001.1	Bacteria	 Actinomycetota	 Actinomycetes	 Mycobacteriales	 Micromonosporaceae	 Plantactinospora	 Plantactinospora sp003030345
MJ020-1-barcode31-umi40265bins-ubs-12	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae_A_595421	 Hylemonella	 Ramlibacter terrae
KT191026	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Caulobacterales	 Caulobacteraceae	 Phenylobacterium	 Phenylobacterium sp002256425
MJ009-1-barcode34-umi11081bins-ubs-46	Bacteria	 Dependentiae	 Babeliae	 Babeliales	 Vermiphilaceae	 Vermiphilus	 Vermiphilus pyriformis
MJ033-1-barcode26-umi41439bins-ubs-3	Bacteria	 Acidobacteriota	 Terriglobia	 Terriglobales	 Acidobacteriaceae	 	 
MJ010-2-barcode64-umi67389bins-ubs-8	Bacteria	 Cyanobacteriota	 Sericytochromatia	 UBA7694	 UBA7694	 GCA-2770975	 GCA-2770975 sp002783405
MJ033-1-barcode34-umi1464bins-ubs-217	Bacteria	 Bdellovibrionota_473306	 Bdellovibrionia	 Bdellovibrionales	 	 	 
MF979828	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae_A_595421	 Trinickia_580244	 Trinickia soli
AB712348	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Rhizobiales_505101	 Devosiaceae	 Devosia_A_502124	 Devosia_A_502124 sp001426345
LT840126	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae_486827	 Sphingomonas_N_483429	 Sphingomonas_N crocodyli
MJ030-2-barcode65-umi31483bins-ubs-21	Bacteria	 Acidobacteriota	 Terriglobia	 Bryobacterales	 Bryobacteraceae	 	 
RS-GCF-003634475.1-NZ-RBLA01000015.1	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Pseudomonadales_A_650611	 Pseudomonadaceae	 Pseudomonas_E_647464	 Pseudomonas_E_647464 siliginis
MF943158	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Pseudomonadales_A_650611	 Pseudomonadaceae	 Pseudomonas_F_650324	 Pseudomonas_F_650324 furukawaii
MJ033-1-barcode36-umi8211bins-ubs-41	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae_A_595421	 	 
AY423719	Bacteria	 Actinomycetota	 Actinomycetes	 Propionibacteriales	 Nocardioidaceae	 Nocardioides_A_392796	 Nocardioides_A_392796 euryhalodurans
MJ009-2-barcode65-umi70919bins-ubs-10	Bacteria	 Acidobacteriota	 Terriglobia	 Versatilivoradales	 	 	 
MJ032-2-barcode72-umi49966bins-ubs-11	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae_A_595421	 Methylibium	 
MJ034-1-barcode32-umi24711bins-ubs-5	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Xanthomonadales	 Rhodanobacteraceae	 Dyella_B	 
KR610522	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Chitinophagaceae	 Filimonas	 Filimonas lacunae
G000091125	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae_486827	 Sphingobium_A_485959	 Sphingobium_A_485959 indicum
MJ033-1-barcode36-umi1272bins-ubs-240	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Chitinophagaceae	 Niastella	 Niastella hibisci
AB522686	Bacteria	 Actinomycetota	 Actinomycetes	 Streptomycetales_400645	 Streptomycetaceae_400641	 Yinghuangia	 Yinghuangia aomiensis
MJ031-1-barcode42-umi35026bins-ubs-5	Bacteria	 Acidobacteriota	 Blastocatellia	 Pyrinomonadales	 Pyrinomonadaceae	 OLB17_426821	 Stenotrophobacter namibiensis
G000312005	Bacteria	 Actinomycetota	 Actinomycetes	 Actinomycetales	 Cellulomonadaceae	 Cellulomonas_A	 Cellulomonas_A massiliensis
FJ750845	Bacteria	 Actinomycetota	 Actinomycetes	 Propionibacteriales	 Nocardioidaceae	 Nocardioides_A_392796	 Nocardioides_A_392796 sp000015265
RS-GCF-018361345.1-NZ-NEHC01000030.1	Bacteria	 Bacillota_I	 Bacilli_A	 Bacillales_B_306089	 Bacillaceae_H_294103	 Bacillus_P_294101	 
MJ010-1-barcode26-umi11679bins-ubs-45	Bacteria	 Bacillota_A_368345	 Clostridia_258483	 Clostridiales	 Clostridiaceae_222000	 Clostridium_AT	 Clostridium_AT sp000466585
Y17869	Bacteria	 Actinomycetota	 Actinomycetes	 Actinomycetales	 Dermatophilaceae	 Ornithinicoccus_A_390035	 Ornithinicoccus_A_390035 hortensis
MT644282	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Azospirillales_507929	 Azospirillaceae_507917	 Azospirillum	 Azospirillum brasilense
MJ033-1-barcode34-umi34518bins-ubs-5	Bacteria	 Acidobacteriota	 Terriglobia	 Terriglobales	 SbA1	 Gp1-AA122	 
MJ034-1-barcode48-umi29185bins-ubs-4	Bacteria	 Verrucomicrobiota	 Verrucomicrobiae	 Chthoniobacterales	 Chthoniobacteraceae	 VFJQ01	 VFJQ01 sp009885995
MJ034-1-barcode32-umi21515bins-ubs-9	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae_A_595421	 Rubrivivax	 
RS-GCF-001425725.1-NZ-LMDD01000002.1	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Caulobacterales	 Caulobacteraceae	 Caulobacter_487784	 Caulobacter vibrioides_C_487720
MJ033-1-barcode33-umi10804bins-ubs-46	Bacteria	 Acidobacteriota	 Terriglobia	 Terriglobales	 Acidobacteriaceae	 Silvibacterium	 
AJ227787	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Caulobacterales	 Caulobacteraceae	 Brevundimonas	 Brevundimonas aurantiaca
FR774778	Bacteria	 Bacteroidota	 Bacteroidia	 Cytophagales_B	 Cyclobacteriaceae	 Chryseolinea_899021	 Chryseolinea serpens
RS-GCF-018332455.1-NZ-BOPZ01000060.1	Bacteria	 Bacillota_A_368345	 Clostridia_258483	 Clostridiales	 Clostridiaceae_222000	 Clostridium_AR_212534	 
MJ030-1-barcode25-umi101832bins-ubs-3	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae_A_595421	 Hylemonella	 Ramlibacter terrae
RS-GCF-902830225.1-NZ-CADESP010000065.1	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae_A_595421	 Burkholderia	 
RS-GCF-000766945.1-NZ-ALBT01000125.1	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Pseudomonadales_A_650612	 Cellvibrionaceae	 Cellvibrio	 
G010031725	Bacteria	 Actinomycetota	 Acidimicrobiia_401430	 Acidimicrobiales	 Ilumatobacteraceae	 F1-60-MAGs027	 F1-60-MAGs027 sp009927665
MJ033-1-barcode34-umi30689bins-ubs-14	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Chitinophagaceae	 Puia	 Puia sp001898505
MJ030-2-barcode65-umi5895bins-ubs-63	Bacteria	 Acidobacteriota	 Terriglobia	 Terriglobales	 Koribacteraceae	 Koribacter	 
MJ033-1-barcode38-umi1151bins-ubs-251	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Chitinophagaceae	 Gynurincola	 
MJ034-2-barcode71-umi13173bins-ubs-10	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Chitinophagaceae	 Flavisolibacter_B	 Flavisolibacter_B nicotianae
G000828075	Bacteria	 Cyanobacteriota	 Cyanobacteriia	 Cyanobacteriales	 Nostocaceae	 Tolypothrix_B	 Tolypothrix_B campylonemoides
MJ020-1-barcode44-umi12121bins-ubs-33	Bacteria	 Acidobacteriota	 Blastocatellia	 Pyrinomonadales	 Pyrinomonadaceae	 OLB17_426821	 OLB17 sp001567505
MJ033-1-barcode47-umi4662bins-ubs-89	Bacteria	 Bacteroidota	 Bacteroidia	 Cytophagales_B	 Cyclobacteriaceae	 Chryseolinea_899021	 
MJ033-1-barcode36-umi4067bins-ubs-98	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Chitinophagaceae	 VBAR01	 VBAR01 sp005882315
MJ033-1-barcode32-umi2203bins-ubs-162	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Chitinophagaceae	 Puia	 Puia sp001898505
MJ033-1-barcode40-umi6422bins-ubs-57	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Chitinophagaceae	 Flavisolibacter_B	 Flavisolibacter_B nicotianae
MJ034-1-barcode32-umi8205bins-ubs-50	Bacteria	 Bacteroidota	 Bacteroidia	 Cytophagales_B	 Cyclobacteriaceae	 Chryseolinea_899021	 
KM389530	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Chitinophagaceae	 Dinghuibacter	 Dinghuibacter silviterrae
MJ034-1-barcode33-umi29694bins-ubs-3	Bacteria	 Acidobacteriota	 Terriglobia	 Terriglobales	 SbA1	 Sulfotelmatobacter	 Sulfotelmatobacter sp003166855
MK788322	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae_486827	 Sphingomonas_L_486704	 Sphingomonas_L_486704 koreensis
AM398397	Bacteria	 Actinomycetota	 Actinomycetes	 Actinomycetales	 Dermatophilaceae	 Lapillicoccus	 Lapillicoccus jejuensis
MJ033-1-barcode32-umi31443bins-ubs-8	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Micropepsales	 Micropepsaceae	 	 
MJ030-2-barcode58-umi40411bins-ubs-17	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae_A_595421	 Hydrogenophaga_590395	 Hydrogenophaga intermedia
MJ034-1-barcode47-umi11804bins-ubs-30	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 LD1	 UBA7692	 UBA7692 sp001897535
MJ034-1-barcode34-umi29212bins-ubs-3	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Steroidobacterales	 Steroidobacteraceae	 	 
RS-GCF-016756395.1-NZ-AP018365.1	Bacteria	 Actinomycetota	 Actinomycetes	 Streptomycetales_400645	 Streptomycetaceae_400641	 Actinacidiphila_394807	 
RS-GCF-012927115.1-NZ-JABBFY010000005.1	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae_486827	 Sphingomonas_L_486704	 Sphingomonas_L_486704 gilva
GB-GCA-000468795.1-AWPJ01000352.1	Bacteria	 Actinomycetota	 Actinomycetes	 Actinomycetales	 Bifidobacteriaceae	 Bifidobacterium_388775	 Bifidobacterium longum
FR733696	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Rhizobiales_505101	 Beijerinckiaceae	 Rhodoblastus	 Rhodoblastus acidophilus
AY676115	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae_486827	 Tsuneonella_484052	 Tsuneonella troitsensis
MJ010-1-barcode47-umi86882bins-ubs-7	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Chitinophagaceae	 Sediminibacterium	 Sediminibacterium aquarii
MJ034-2-barcode65-umi2427bins-ubs-178	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Chitinophagaceae	 VBAT01	 Terrimonas lutea
G003933735	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae_A_595421	 Aquabacterium_A_592457	 Aquabacterium_A_592457 soli
MJ034-1-barcode41-umi10968bins-ubs-33	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Chitinophagaceae	 Hanamia	 Hanamia hankyongi
MJ030-2-barcode58-umi32110bins-ubs-24	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Pseudomonadales_A_650612	 Cellvibrionaceae	 Cellvibrio	 Cellvibrio sp002162135
MJ034-1-barcode48-umi28586bins-ubs-3	Bacteria	 Acidobacteriota	 Terriglobia	 Terriglobales	 Koribacteraceae	 Bog-257	 Bog-257 sp003152695
MJ031-1-barcode30-umi19624bins-ubs-21	Bacteria	 Verrucomicrobiota	 Verrucomicrobiae	 Verrucomicrobiales	 Verrucomicrobiaceae	 Verrucomicrobium	 
GB-GCA-016869975.1-VGCZ01000064.1	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Reyranellales	 Reyranellaceae	 Vineibacter	 
RS-GCF-014873795.1-NZ-JADBDN010000001.1	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae_486827	 Sphingomicrobium_483165	 Sphingomicrobium ginkgonis
MJ009-2-barcode65-umi126bins-ubs-1541	Bacteria	 Verrucomicrobiota	 Verrucomicrobiae	 Limisphaerales	 	 	 
RS-GCF-006715785.1-NZ-VFNX01000001.1	Bacteria	 Actinomycetota	 Actinomycetes	 Streptomycetales_400645	 Streptomycetaceae_400641	 Streptomyces_400150	 Streptomyces nodosus
G004801375	Bacteria	 Bacteroidota	 Bacteroidia	 Flavobacteriales_B_877923	 Flavobacteriaceae	 Flavobacterium	 Flavobacterium supellecticarium
MJ010-1-barcode42-umi82630bins-ubs-8	Bacteria	 Bacillota_A_368345	 Clostridia_258483	 Tissierellales	 Sedimentibacteraceae	 Sedimentibacter	 Sedimentibacter saalensis
G000328565	Bacteria	 Actinomycetota	 Actinomycetes	 Mycobacteriales	 Mycobacteriaceae	 Mycobacterium	 Mycobacterium sp000328565
MJ030-2-barcode65-umi40489bins-ubs-18	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Steroidobacterales	 Steroidobacteraceae	 	 
EF467848	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae_486827	 Sphingomonas_N_483429	 Sphingomonas_N_483429 sp000333335
MJ031-1-barcode30-umi34045bins-ubs-6	Bacteria	 Acidobacteriota	 Blastocatellia	 Pyrinomonadales	 Pyrinomonadaceae	 PSRF01	 PSRF01 sp003222935
MJ034-2-barcode67-umi67bins-ubs-1897	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Chitinophagaceae	 Paraflavitalea	 Paraflavitalea devenefica
MJ034-2-barcode50-umi15740bins-ubs-5	Bacteria	 Verrucomicrobiota	 Verrucomicrobiae	 Chthoniobacterales	 Terrimicrobiaceae	 Terrimicrobium	 Terrimicrobium sacchariphilum
MJ030-2-barcode65-umi109260bins-ubs-4	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Steroidobacterales	 Steroidobacteraceae	 	 
MJ020-1-barcode31-umi2235bins-ubs-123	Bacteria	 Bacteroidota	 Bacteroidia	 Cytophagales_B	 Cyclobacteriaceae	 Chryseotalea	 
G001439625	Bacteria	 Bacillota_I	 Bacilli_A	 Bacillales_B_306087	 DSM-18226_301387	 Cytobacillus_298193	 Cytobacillus dafuensis
RS-GCF-002165145.1-NZ-NFZP01000154.1	Bacteria	 Actinomycetota	 Actinomycetes	 Actinomycetales	 Cellulomonadaceae	 Cellulomonas_A	 Cellulomonas_A flavigena
MJ034-1-barcode31-umi27599bins-ubs-4	Bacteria	 Acidobacteriota	 Terriglobia	 Terriglobales	 Acidobacteriaceae	 Occallatibacter	 
MJ034-1-barcode39-umi27342bins-ubs-4	Bacteria	 Acidobacteriota	 Terriglobia	 Terriglobales	 SbA1	 Sulfotelmatobacter	 Sulfotelmatobacter sp003166855
MJ033-1-barcode34-umi13530bins-ubs-20	Bacteria	 Verrucomicrobiota	 Verrucomicrobiae	 Limisphaerales	 UBA11358	 UBA11358	 UBA11358 sp003455565
MJ007-1-barcode49-umi27097bins-ubs-7	Bacteria	 Bacillota_I	 Bacilli_A	 MOL361	 Turicibacteraceae	 Turicibacter	 Turicibacter bilis
KF029438.1.1520	Bacteria	 Cyanobacteriota	 Cyanobacteriia	 Cyanobacteriales	 Coleofasciculaceae	 Caldora	 Caldora sp010672925
MJ034-1-barcode32-umi11544bins-ubs-30	Bacteria	 Verrucomicrobiota	 Verrucomicrobiae	 Chthoniobacterales	 Terrimicrobiaceae	 Terrimicrobium	 Terrimicrobium sacchariphilum
MJ034-1-barcode41-umi18671bins-ubs-12	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Steroidobacterales	 Steroidobacteraceae	 	 
MJ034-2-barcode52-umi8866bins-ubs-23	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Chitinophagaceae	 	 
MJ010-1-barcode29-umi165421bins-ubs-3	Bacteria	 Bacillota_I	 Bacilli_A	 Acholeplasmatales	 Acholeplasmataceae	 Acholeplasma_284948	 Acholeplasma oculi
MJ033-1-barcode47-umi29131bins-ubs-8	Bacteria	 Bacteroidota	 Bacteroidia	 Cytophagales_B	 Cyclobacteriaceae	 Chryseolinea_899021	 Chryseolinea serpens
MJ031-1-barcode42-umi28838bins-ubs-9	Bacteria	 Bacillota_A_368345	 Clostridia_258483	 Clostridiales	 Clostridiaceae_222000	 Clostridium_AT	 Clostridium_AT sp000466585
MJ030-2-barcode58-umi68014bins-ubs-8	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae_A_595421	 Ramlibacter_588642	 Ramlibacter solisilvae
MJ033-1-barcode37-umi3202bins-ubs-122	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Chitinophagaceae	 Foetidibacter	 Foetidibacter luteolus
MJ034-2-barcode65-umi1682bins-ubs-255	Bacteria	 Bacteroidota	 Bacteroidia	 Sphingobacteriales	 Sphingobacteriaceae	 Solitalea	 Solitalea canadensis
KR869780	Bacteria	 Actinomycetota	 Actinomycetes	 Actinomycetales	 Beutenbergiaceae	 Pseudactinotalea	 Pseudactinotalea terrae
G900104955	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Rhizobiales_505101	 Beijerinckiaceae	 28-YEA-48	 28-YEA-48 sp900104955
MJ030-2-barcode65-umi25227bins-ubs-26	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Chitinophagaceae	 Puia	 Puia sp001898505
MJ020-1-barcode34-umi67901bins-ubs-6	Bacteria	 Bacteroidota	 Bacteroidia	 Cytophagales_B	 Spirosomataceae	 Dyadobacter_906144	 
MJ034-1-barcode33-umi13889bins-ubs-25	Bacteria	 Verrucomicrobiota	 Verrucomicrobiae	 Verrucomicrobiales	 Akkermansiaceae	 Haloferula_776278	 Luteolibacter yonseiensis
RS-GCF-003576535.1-NZ-QXCQ01000108.1	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Pseudomonadales_A_660879	 Moraxellaceae	 Acinetobacter	 Acinetobacter bereziniae
RS-GCF-900114015.1-NZ-FORN01000089.1	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Caulobacterales	 Caulobacteraceae	 Caulobacter_487784	 Caulobacter soli
KJ721000	Bacteria	 Pseudomonadota	 Alphaproteobacteria	 Rhizobiales_505101	 Beijerinckiaceae	 Bosea	 Bosea sp000735605
RS-GCF-002264125.1-NZ-NPGK01000114.1	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales_737866	 Enterobacteriaceae_A_725029	 Enterobacter_B_683299	 Enterobacter_B_683299 quasiroggenkampii
LT629755	Bacteria	 Actinomycetota	 Actinomycetes	 Actinomycetales	 Microbacteriaceae	 Agromyces	 Agromyces sp004006235
MJ030-2-barcode65-umi14921bins-ubs-36	Bacteria	 Acidobacteriota	 Terriglobia	 Terriglobales	 Acidobacteriaceae	 Granulicella_C_416163	 Granulicella_C_416163 cerasi
MJ034-2-barcode65-umi3603bins-ubs-96	Bacteria	 Bacteroidota	 Bacteroidia	 Chitinophagales	 Chitinophagaceae	 Parasegetibacter	 Parasegetibacter terrae
MJ030-1-barcode42-umi18088bins-ubs-28	Bacteria	 Bacillota_A_368345	 Clostridia_258483	 Lutisporales	 Lutisporaceae	 Lutispora	 Lutispora thermophila
MJ034-1-barcode31-umi27874bins-ubs-3	Bacteria	 Acidobacteriota	 Terriglobia	 Terriglobales	 Gp1-AA117	 Angelobacter	 Angelobacter sp003223515
MJ033-1-barcode34-umi25405bins-ubs-10	Bacteria	 Verrucomicrobiota	 Verrucomicrobiae	 Limisphaerales	 UBA11358	 UBA11358	 UBA11358 sp003455565
MJ034-1-barcode48-umi28013bins-ubs-3	Bacteria	 Acidobacteriota	 Terriglobia	 Terriglobales	 SbA1	 	 
MG764241	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae_A_595421	 Ottowia_589937	 Ottowia oryzae
MJ006-2-barcode71-umi155355bins-ubs-3	Bacteria	 Bacillota_A_368345	 Clostridia_258483	 Lachnospirales	 Lachnospiraceae	 Lachnospira	 Lachnospira eligens
MJ034-1-barcode40-umi29467bins-ubs-3	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Xanthomonadales	 Rhodanobacteraceae	 Rudaea	 
HQ595208.1.1448	Bacteria	 Cyanobacteriota	 Cyanobacteriia	 Cyanobacteriales	 Coleofasciculaceae	 Caldora	 Caldora sp010672925
